name,birth_date,birth_place,death_date,death_place,url,in_the_db,wikidata_id
John Jacobsson,2 August 1835,Stockholm,4 June 1919,the same place,https://www.swedishmusicalheritage.com/composers/jacobsson-john/,true,Q5826555
Gösta Jahn,14 augusti 1895,"Guldsmedshyttan i Linde socken, Lindesbergs församling",6 januari 1980,Marbäcks församling (Ulricehamn),https://www.swedishmusicalheritage.com/composers/jahn-gosta/,false,
Gunnar Jansson,,,,,https://www.swedishmusicalheritage.com/composers/jansson-gunnar/,false,
Johannes Jansson,,,,,https://www.swedishmusicalheritage.com/composers/jansson-johannes/,false,
Mårten Jansson,,,,,https://www.swedishmusicalheritage.com/composers/jansson-marten/,false,
Patrik Jarlestam,,,,,https://www.swedishmusicalheritage.com/composers/jarlestam-patrik/,false,
Armas Järnefelt,14 August 1869,Vyborg,23 June 1958,Stockholm,https://www.swedishmusicalheritage.com/composers/jarnefelt-armas/,true,Q767237
Esaias Järnegard,,,,,https://www.swedishmusicalheritage.com/composers/jarnegard-esaias/,false,
Lina Järnegard,,,,,https://www.swedishmusicalheritage.com/composers/jarnegard-lina/,false,
Daniel Jeisler,8 December 1877,"Klockrike, Sweden,",6 May 1959,Paris,https://www.swedishmusicalheritage.com/composers/jeisler-daniel/,false,
Thomas Jennefelt,,,,,https://www.swedishmusicalheritage.com/composers/jennefelt-thomas/,false,
Kerstin Jeppsson,,,,,https://www.swedishmusicalheritage.com/composers/jeppsson-kerstin/,true,Q2091937
Johan Jeverud,,,,,https://www.swedishmusicalheritage.com/composers/jeverud-johan/,false,
Alfred Jimenez,,,,,https://www.swedishmusicalheritage.com/composers/jimenez-alfred/,false,
Weiwei Jin,,,,,https://www.swedishmusicalheritage.com/composers/jin-weiwei/,false,
Sven-Eric Johanson,,,,,https://www.swedishmusicalheritage.com/composers/johanson-sven-eric/,true,Q5885124
Björn Tryggve Johansson,,,,,https://www.swedishmusicalheritage.com/composers/johansson-bjorn-tryggve/,false,
Björn Johansson,,,,,https://www.swedishmusicalheritage.com/composers/johansson-bjorn/,false,
Johannes Johansson,,,,,https://www.swedishmusicalheritage.com/composers/johansson-johannes/,false,
Lei Feng Johansson,,,,,https://www.swedishmusicalheritage.com/composers/johansson-lei-feng/,false,
Magnus Johansson,,,,,https://www.swedishmusicalheritage.com/composers/johansson-magnus/,false,
Martin Johanson,11 maj 1892,,19 februari 1956,Gustav Vasa församling (Stockholm),https://www.swedishmusicalheritage.com/composers/johansson-martin/,false,
Pär Johansson,,,,,https://www.swedishmusicalheritage.com/composers/johansson-par/,false,
Sigrid Johansson,19 oktober 1874,Uppsala,1 december 1964,Uppsala,https://www.swedishmusicalheritage.com/composers/johansson-sigrid/,false,
Hinrich Philip Johnsen,,,,,https://www.swedishmusicalheritage.com/composers/johnsen-henrik-philip/,true,Q1606254
Stefan Johnsson,,,,,https://www.swedishmusicalheritage.com/composers/johnsson-stefan/,false,
Josef Jonsson,21 juni 1887,"Sankt Ilians församling, Enköping,",9 maj 1969,Norrköpings S:t Olai [nu S:t Olofs] församling,https://www.swedishmusicalheritage.com/composers/jonsson-josef/,false,
Reine Jönsson,,,,,https://www.swedishmusicalheritage.com/composers/jonsson-reine/,false,
Martin Jonsson Tibblin,,,,,https://www.swedishmusicalheritage.com/composers/jonsson-tibblin-martin/,false,
Leif Jordansson,,,,,https://www.swedishmusicalheritage.com/composers/jordansson-leif/,false,
Anders Jormin,,,,,https://www.swedishmusicalheritage.com/composers/jormin-anders/,false,
Jacob Axel Josephson,27 March 1818,Stockholm,29 March 1880,Uppsala,https://www.swedishmusicalheritage.com/composers/josephson-jacob-axel/,false,
Mårten Josjö,,,,,https://www.swedishmusicalheritage.com/composers/josjo-marten/,false,
Max Käck,,,,,https://www.swedishmusicalheritage.com/composers/kack-max/,false,
Edvin Kallstenius,29 augusti 1881,Filipstad,22 november 1967,Stockholm,https://www.swedishmusicalheritage.com/composers/kallstenius-edvin/,true,Q1291425
Ingvar Karkoff,,,,,https://www.swedishmusicalheritage.com/composers/karkoff-ingvar/,false,
Maurice Karkoff,,,,,https://www.swedishmusicalheritage.com/composers/karkoff-maurice/,false,
Zbigniew Karkowski,,,,,https://www.swedishmusicalheritage.com/composers/karkowski-zbigniew/,true,Q168092
Erik Mikael Karlsson,,,,,https://www.swedishmusicalheritage.com/composers/karlsson-erik-mikael/,false,
Mikael Karlsson,,,,,https://www.swedishmusicalheritage.com/composers/karlsson-mikael/,false,
Christoffer Christian Karsten,9 september 1756,,7 augusti 1827,"Lovö församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/karsten-christoffer-christian/,false,
Bartholomeus Kellner,,,,,https://www.swedishmusicalheritage.com/composers/kellner-bartholomeus/,false,
Harald Kempe,17 januari 1900,"Adolf Fredriks församling, Stockholm",8 april 1974,"Slottsstadens församling, Malmö",https://www.swedishmusicalheritage.com/composers/kempe-harald/,false,
Molly Heather Kien,,,,,https://www.swedishmusicalheritage.com/composers/kien-molly-heather/,false,
Nils Kjellander,3 July 1859,Karlskrona,,,https://www.swedishmusicalheritage.com/composers/kjellander-nils-theodor-salomon/,false,
Johan Magnus Kjellberg,,,1 juni 1791,"Hovförsamlingen, Stockholm,",https://www.swedishmusicalheritage.com/composers/kjellberg-johan-magnus/,false,
Fredrik Kjellstrand,8 September 1826,"Julsta, not far from Örebro,",24 January 1898,Skara,https://www.swedishmusicalheritage.com/composers/kjellstrand-johan-fredrik/,false,
Stefan Klaverdal,,,,,https://www.swedishmusicalheritage.com/composers/klaverdal-stefan/,false,
Jonas Klingborg,,,,,https://www.swedishmusicalheritage.com/composers/klingborg-jonas/,false,
Fredrik Wilhelm Klint,,,"1 June, 1894",Stockholm,https://www.swedishmusicalheritage.com/composers/klint-fredrik-wilhelm/,false,
Anna-Karin Klockar,,,,,https://www.swedishmusicalheritage.com/composers/klockar-anna-karin/,false,
Adrian Knight,,,,,https://www.swedishmusicalheritage.com/composers/knight-adrian/,true,Q4685166
Baltzar Knölcke,,,,,https://www.swedishmusicalheritage.com/composers/knolcke-baltzar/,false,
Erland von Koch,26 april 1910,Stockholm,31 januari 2009,Stockholm,https://www.swedishmusicalheritage.com/composers/koch-erland-von/,true,Q1348163
Sigurd von Koch,28 June 1879,Stockholm,16 March 1919,Stockholm,https://www.swedishmusicalheritage.com/composers/koch-sigurd-von/,true,Q5916637
Emmy Köhler,22 May 1858,,2 February 1925,"Fresta, Upplands Väsby, north of Stockholm,",https://www.swedishmusicalheritage.com/composers/kohler-emmy/,false,
Johan Adolf (Adolph) Benjamin König,19 januari 1764,"S:ta Klara församling, Stockholm,",5 juni 1854,Kungsholms församling (Stockholm),https://www.swedishmusicalheritage.com/composers/konig-johan-adolf-benjamin/,false,
August Körling,14 April 1842,"Misterhult, County of Kalmar,",21 October 1929,Ystad,https://www.swedishmusicalheritage.com/composers/korling-august/,false,
Felix Körling,17 December 1864,"Kristdala, Kalmar county,",8 January 1937,Halmstad,https://www.swedishmusicalheritage.com/composers/korling-felix/,false,
Sven Körling,27 January 1879,St Maria Parish,8 October 1948,"Örgryte Parish, Gothenburg",https://www.swedishmusicalheritage.com/composers/korling-sven/,false,
Wilhelm Körner,3 juni 1809,,3 januari 1865,"Erfurt, Thüringen (Tyskland)",https://www.swedishmusicalheritage.com/composers/korner-wilhelm/,false,
Ulrik Koskull,7 juli 1792,Åbo,8 mars 1863,Stockholm,https://www.swedishmusicalheritage.com/composers/koskull-claes-ulrik/,false,
Vladimir Kovàr,,,,,https://www.swedishmusicalheritage.com/composers/kovar-vladimir/,false,
Hideki Kozakura,,,,,https://www.swedishmusicalheritage.com/composers/kozakura-hideki/,false,
Joseph Martin Kraus,20 June 1756,"the German town of Miltenberg am Main,",15 December 1792,Stockholm,https://www.swedishmusicalheritage.com/composers/kraus-joseph-martin/,true,Q453272
Lo Kristenson,,,,,https://www.swedishmusicalheritage.com/composers/kristenson-lo/,false,
Conrad Gottfried Kuhlau,23 maj 1762,"Hovförsamlingen, Stockholm,",31 augusti 1827,"Hovförsamlingen, Stockholm,",https://www.swedishmusicalheritage.com/composers/kuhlau-conrad-gottfried/,false,
Gustaf (Larsson) Sparre,16 juni 1625,,,,https://www.swedishmusicalheritage.com/composers/kuhlau-conrad-gottfried2/,false,
Fredrik Kuhlau,,,,,https://www.swedishmusicalheritage.com/composers/kuhlau-fredrik/,false,
Christian Kull,10 september 1765,Ängelholm,22 februari 1815,Göteborgs Domkyrkoförsamling,https://www.swedishmusicalheritage.com/composers/kull-christian-j/,false,
Jean Kullin,13 juli 1821,"Brunnby, nordöstra Skåne",,,https://www.swedishmusicalheritage.com/composers/kullin-jean/,false,
Hardi Kurda,,,,,https://www.swedishmusicalheritage.com/composers/kurda-hardi/,false,
Johann Heinrich Küster,,,,,https://www.swedishmusicalheritage.com/composers/kuster-johann-heinrich/,false,
Ignaz Lachner,11 September 1807,"Rain, Bavaria,",24 February 1895,Hannover,https://www.swedishmusicalheritage.com/composers/lachner-ignaz/,true,Q113063
Emanuel Johannes Ladenstein,,,,,https://www.swedishmusicalheritage.com/composers/ladenstein-emanuel-johannes/,false,
Israel Lagerfeldt,18 juni 1754,Linköpings domkyrkoförsamling,,,https://www.swedishmusicalheritage.com/composers/lagerfeldt-israel/,false,
August Lagergren,2 June 1848,Gärdserum,11 June 1908,"Stockholm, was a teacher of harmony at the Royal Conservatory of Music 1874−81 (permanently employed from 1878) and organ from 1881 (professor in 1904)",https://www.swedishmusicalheritage.com/composers/lagergren-august/,true,Q4252341
Sebastian Lakatos,,,,,https://www.swedishmusicalheritage.com/composers/lakatos-sebastian/,false,
Lars Lalin,25 June 1729,Skinnskatteberg,15 December 1785,Stockholm,https://www.swedishmusicalheritage.com/composers/lalin-lars-samuel/,false,
Helfrid Lambert,5 mars 1868,Stockholm,15 juni 1954,,https://www.swedishmusicalheritage.com/composers/lambert-helfrid/,false,
Pierre Joseph Lambert,,,28 juni 1807,"S:ta Eugenia katolska församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/lambert-pierre-joseph/,false,
Chrichan Larson,,,,,https://www.swedishmusicalheritage.com/composers/larson-chrichan/,false,
Mats Larsson Gothe,,,,,https://www.swedishmusicalheritage.com/composers/larsson-gothe-mats/,false,
Håkan Larsson,,,,,https://www.swedishmusicalheritage.com/composers/larsson-hakan/,false,
Lars-Erik Larsson,15 maj 1908,"Åkarp (Burlövs socken, Skåne),",27 december 1986,,https://www.swedishmusicalheritage.com/composers/larsson-lars-erik/,true,Q968672
Martin Q Larsson,,,,,https://www.swedishmusicalheritage.com/composers/larsson-martin-q/,false,
Johan Jakob Laun,,,28 november 1774,Jakob och Johannes församling,https://www.swedishmusicalheritage.com/composers/laun-johan-jakob/,false,
Anna-Lena Laurin-Bergcrantz,,,,,https://www.swedishmusicalheritage.com/composers/laurin-bergcrantz-anna-lena/,false,
Nanny Lejdström,8 maj 1874,"Säby, Västmanlands län,",,,https://www.swedishmusicalheritage.com/composers/lejdstrom-nanny/,false,
David Lennartsson,,,,,https://www.swedishmusicalheritage.com/composers/lennartsson-david/,false,
Per Waldemar Lethin,,,25 april 1858,Lunds domkyrkoförsamling,https://www.swedishmusicalheritage.com/composers/lethin-per-waldemar/,false,
Carl Leuhusen,17 maj 1724,,,,https://www.swedishmusicalheritage.com/composers/leuhusen-carl/,false,
Stefan Levin,,,,,https://www.swedishmusicalheritage.com/composers/levin-stefan/,false,
Vladimir Levitt,,,,,https://www.swedishmusicalheritage.com/composers/levitt-vladimir/,false,
Carl Johan Lewerth,13 January 1818,Arboga,25 May 1888,Örebro,https://www.swedishmusicalheritage.com/composers/lewerth-karl-johan/,false,
Katarina Leyman,,,,,https://www.swedishmusicalheritage.com/composers/leyman-katarina/,true,Q23915564
Håkan Lidbo,,,,,https://www.swedishmusicalheritage.com/composers/lidbo-hakan/,false,
Ingvar Lidholm,,,,,https://www.swedishmusicalheritage.com/composers/lidholm-ingvar/,true,Q629243
John Lidström,,,,,https://www.swedishmusicalheritage.com/composers/lidstrom-john/,false,
Sixten Liedbeck,,,,,https://www.swedishmusicalheritage.com/composers/liedbeck-sixten/,false,
Bernhard Lilja,2 januari 1895,Stockholm,,,https://www.swedishmusicalheritage.com/composers/lilja-bernhard/,false,
Ingemar Liljefors,13 december 1906,Göteborgs domkyrkoförsamling,14 oktober 1981,"S:t Görans församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/liljefors-ingemar/,true,Q1263724
Ruben Liljefors,,,,,https://www.swedishmusicalheritage.com/composers/liljefors-ruben/,true,Q325059
Thomas Liljeholm,,,,,https://www.swedishmusicalheritage.com/composers/liljeholm-thomas/,false,
Jan Liljekvist,,,,,https://www.swedishmusicalheritage.com/composers/liljekvist-jan/,false,
Anders Lind,,,,,https://www.swedishmusicalheritage.com/composers/lind-anders/,false,
Thomas Lindahl,,,,,https://www.swedishmusicalheritage.com/composers/lindahl-thomas/,false,
Olle Lindberg,,,,,https://www.swedishmusicalheritage.com/composers/lindberg-olle/,false,
Oskar Lindberg,23 February 1887,,10 April 1955,Stockholm,https://www.swedishmusicalheritage.com/composers/lindberg-oskar/,true,Q180503
Adolf Fredrik Lindblad,1 February 1801,"Skänninge, Östergötland",,,https://www.swedishmusicalheritage.com/composers/lindblad-adolf-fredrik/,true,Q361622
Otto Lindblad,31 March 1809,Karlstorp parish in Jönköping County,26 January 1864,Northern Mellby parish,https://www.swedishmusicalheritage.com/composers/lindblad-otto/,true,Q710593
Rune Lindblad,,,,,https://www.swedishmusicalheritage.com/composers/lindbladh-rune/,true,Q5954272
Johan Lindegren,7 January 1842,the parish of Ullared,8 June 1908,Stockholm,https://www.swedishmusicalheritage.com/composers/lindegren-johan/,true,Q4261948
Ferdinand Lindgren,30 januari 1899,,11 januari 1984,"Eriksfälts församling (sedermera delad mellan Fosie och Hyllie församlingar), Malmö",https://www.swedishmusicalheritage.com/composers/lindgren-ferdinand/,false,
Kajsa Lindgren,,,,,https://www.swedishmusicalheritage.com/composers/lindgren-kajsa/,false,
Olof Lindgren,,,,,https://www.swedishmusicalheritage.com/composers/lindgren-olof/,false,
Pär Lindgren,,,,,https://www.swedishmusicalheritage.com/composers/lindgren-par/,true,Q5956200
Stefan Lindgren,,,,,https://www.swedishmusicalheritage.com/composers/lindgren-stefan/,false,
Adolf Fredrik Lindroth,27 November 1824,Stockholm,29 June 1895,,https://www.swedishmusicalheritage.com/composers/lindroth-adolf-fredrik/,true,Q5957831
Henry Lindroth,,,,,https://www.swedishmusicalheritage.com/composers/lindroth-henry/,false,
Peter Lindroth,,,,,https://www.swedishmusicalheritage.com/composers/lindroth-peter/,false,
Eric Lindsköld,,,11 juni 1690,Stockholm,https://www.swedishmusicalheritage.com/composers/lindskold-eric/,false,
Gustav Lindsten,,,,,https://www.swedishmusicalheritage.com/composers/lindsten-gustav/,false,
Albert Lindström,24 April 1853,Stockholm,12 January 1935,the same city,https://www.swedishmusicalheritage.com/composers/lindstrom-albert/,false,
Mats Lindström,,,,,https://www.swedishmusicalheritage.com/composers/lindstrom-mats/,false,
Christer Lindwall,,,,,https://www.swedishmusicalheritage.com/composers/lindwall-christer/,false,
Björn Linnman,,,,,https://www.swedishmusicalheritage.com/composers/linnman-bjorn/,false,
Victor Lisinski,,,,,https://www.swedishmusicalheritage.com/composers/lisinski-victor/,false,
Oskar Lissheim-Boëthius,,,,,https://www.swedishmusicalheritage.com/composers/lissheim-bothius-oskar/,false,
Carl Ludvig Lithander,,,,,https://www.swedishmusicalheritage.com/composers/lithander-carl-ludvig/,false,
Christlieb Samuel Lithander,,,18 December 1823,Falun,https://www.swedishmusicalheritage.com/composers/lithander-christophylos-samuel/,false,
Fredrik Lithander,,,,,https://www.swedishmusicalheritage.com/composers/lithander-fj/,false,
Carl Reinhold Littmarck,8 January 1842,Stockholm,27 December 1899,Halmstad,https://www.swedishmusicalheritage.com/composers/littmarck-carl-reinhold/,false,
Maria Löfberg,,,,,https://www.swedishmusicalheritage.com/composers/lofberg-maria/,false,
Albert Löfgren,21 September 1872,"Hasslösa, Västergötland,",4 January 1930,nearby Eggby,https://www.swedishmusicalheritage.com/composers/lofgren-albert/,false,
Henriette Löfman,,,16 mars 1836,"Örby församling (Kinna), Älvsborgs län",https://www.swedishmusicalheritage.com/composers/lofman-henriette/,false,
Karin Lönegren,22 June 1871,Norrköping,20 February 1963,Stockholm,https://www.swedishmusicalheritage.com/composers/lonegren-karin/,false,
Knut (Johan Peter Knut) Lönngren,27 september 1816,,26 juni 1874,Växjö stadsförsamling,https://www.swedishmusicalheritage.com/composers/lonngren-knut/,false,
Henrik Lörstad,,,,,https://www.swedishmusicalheritage.com/composers/lorstad-henrik/,false,
Nils Eberhard Lovén,15 January 1846,Lund,17 February 1925,Landskrona,https://www.swedishmusicalheritage.com/composers/loven-nils-eberhard/,false,
Ludvig Löwegren,15 december 1817,Storkyrkoförsamlingen (Stockholm),15 juni 1894,Alingsås stadsförsamling,https://www.swedishmusicalheritage.com/composers/lowegren-ludvig/,false,
Astrid Lundahl,29 maj 1898,Höganäs,10 januari 1982,Lidingö,https://www.swedishmusicalheritage.com/composers/lundahl-astrid/,false,
Lennart Lundberg,29 September 1863,Norrköping,27 July 1931,Karlshamn,https://www.swedishmusicalheritage.com/composers/lundberg-lennart/,true,Q1340298
Gösta Lundborg,20 januari 1903,Fläckebo församling (Sala),26 november 1966,"Vasa församling, Göteborg,",https://www.swedishmusicalheritage.com/composers/lundborg-gosta/,false,
Ida Lundén,,,,,https://www.swedishmusicalheritage.com/composers/lunden-ida/,false,
Lennart Lundén,11 september 1914,Ytterlännäs församling (Kramfors),18 november 1966,Lidingö församling,https://www.swedishmusicalheritage.com/composers/lunden-lennart/,false,
Peter Lundén,,,,,https://www.swedishmusicalheritage.com/composers/lunden-peter/,false,
Staffan Lundén-Welden,,,,,https://www.swedishmusicalheritage.com/composers/lunden-welden-staffan/,false,
Wilhelm Lundgren,4 November 1872,Stockholm,3 July 1940,Knivsta,https://www.swedishmusicalheritage.com/composers/lundgren-wilhelm/,false,
August Lundh,2 July 1838,Stockholm,14 July 1916,"Stockholm, was a music educationalist, church musician and composer",https://www.swedishmusicalheritage.com/composers/lundh-august2/,false,
Mathias (Matthias) Lundholm,11 juli 1784,,21 mars 1860,Hörby församling,https://www.swedishmusicalheritage.com/composers/lundholm-c-mathias/,false,
Bengt Lundin,,,,,https://www.swedishmusicalheritage.com/composers/lundin-bengt/,false,
Dag Lundin,,,,,https://www.swedishmusicalheritage.com/composers/lundin-dag/,false,
Torbjörn Iwan Lundquist,,,,,https://www.swedishmusicalheritage.com/composers/lundquist-torbjorn-iwan/,false,
Hildor Lundvik,6 March 1885,"Hille, Gästrikland",24 January 1951,"Stockholm, was a composer, choir conductor and singing teacher",https://www.swedishmusicalheritage.com/composers/lundvik-hildor/,true,Q3742113
Hans Lunell,,,,,https://www.swedishmusicalheritage.com/composers/lunell-hans/,false,
Ole Lützow-Holm,,,,,https://www.swedishmusicalheritage.com/composers/lutzow-holm-ole/,true,Q5969124
Peter Lyne,,,,,https://www.swedishmusicalheritage.com/composers/lyne-peter/,false,
Mattias Lysell,,,,,https://www.swedishmusicalheritage.com/composers/lysell-mattias/,false,
Masih Madani,,,,,https://www.swedishmusicalheritage.com/composers/madani-masih/,false,
Kajsa Magnarsson,,,,,https://www.swedishmusicalheritage.com/composers/magnarsson-kajsa/,false,
Louise Magnusson,,,,,https://www.swedishmusicalheritage.com/composers/magnusson-louise/,false,
Per Magnusson,,,,,https://www.swedishmusicalheritage.com/composers/magnusson-per/,false,
Amanda Maier-Röntgen,20 February 1853,Landskrona,15 July 1894,"Amsterdam, where she lived following her marriage in 1880 to the pianist-composer Julius Röntgen (1854−1932)",https://www.swedishmusicalheritage.com/composers/maier-rontgen-amanda/,true,Q273661
Raphael Mak,,,,,https://www.swedishmusicalheritage.com/composers/mak-raphael/,false,
Lars Gustaf Malmberg,4 augusti 1802,"Hovförsamlingen, Stockholm,",15 juli 1835,Katarina församling (Stockholm),https://www.swedishmusicalheritage.com/composers/malmberg-lars-gustaf/,false,
Nils Malmberg,11 July 1872,Stockholm,17 December 1945,Stockholm,https://www.swedishmusicalheritage.com/composers/malmberg-nils/,false,
Paula af Malmborg Ward,,,,,https://www.swedishmusicalheritage.com/composers/malmborg-ward-paula-af/,false,
Åke Malmfors,2 December 1918,Stockholm,7 March 1951,Stockholm,https://www.swedishmusicalheritage.com/composers/malmfors-ke/,false,
Carin Malmlöf-Forssling,,,,,https://www.swedishmusicalheritage.com/composers/malmlof-forssling-carin/,true,Q4965209
Gunnar Malmström,25 March 1892,Uppsala,4 February 1961,Stockholm,https://www.swedishmusicalheritage.com/composers/malmstrom-gunnar/,false,
Love Mangs,,,,,https://www.swedishmusicalheritage.com/composers/mangs-love/,false,
Carl Abraham Mankell,16 April 1802,"Christiansfeld in Southern Jutland, Denmark,",27 October 1868,Stockholm,https://www.swedishmusicalheritage.com/composers/mankell-carl-abraham/,false,
Gustaf Mankell,20 May 1812,Christiansfeld in Denmark,23 March 1880,Stockholm,https://www.swedishmusicalheritage.com/composers/mankell-gustaf/,true,Q1115860
Henning Mankell,3 June 1868,Härnösand,5 May 1930,Stockholm,https://www.swedishmusicalheritage.com/composers/mankell-henning/,false,
Cristian Marina,,,,,https://www.swedishmusicalheritage.com/composers/marina-cristian/,false,
Miklós Maros,,,,,https://www.swedishmusicalheritage.com/composers/maros-mikls/,true,Q638929
Henri Marteau,31 March 1874,Reims,4 October 1934,"Lichtenberg in Oberfranken, Germany",https://www.swedishmusicalheritage.com/composers/marteau-henri/,true,Q213762
Per Mårtensson,,,,,https://www.swedishmusicalheritage.com/composers/martensson-per/,true,Q3434447
Rolf Martinsson,,,,,https://www.swedishmusicalheritage.com/composers/martinsson-rolf/,true,Q5978465
Johan Adolph Mecklin,22 May 1761,Linköping,21 November 1803,Norrköping,https://www.swedishmusicalheritage.com/composers/mecklin-adolph/,false,
Johann Valentin Meder,3 maj 1649,Wasungen i Thüringen i Tyskland döpt,,,https://www.swedishmusicalheritage.com/composers/meder-johann-valentin/,true,Q466780
Friedrich Mehler,27 september 1896,,5 november 1981,Visby församling,https://www.swedishmusicalheritage.com/composers/mehler-friedrich/,false,
Hjalmar Meissner,1 March 1865,"Helsinki, Finland",28 May 1940,Stockholm,https://www.swedishmusicalheritage.com/composers/meissner-hjalmar/,false,
Magdalena Meitzner,,,,,https://www.swedishmusicalheritage.com/composers/meitzner-magdalena/,false,
Melcher Melchers,30 May 1882,Stockholm,9 April 1961,Stockholm,https://www.swedishmusicalheritage.com/composers/melchers-melcher/,true,Q5983662
Sten Melin,,,,,https://www.swedishmusicalheritage.com/composers/melin-sten/,false,
Arne Mellnäs,,,,,https://www.swedishmusicalheritage.com/composers/mellnas-arne/,true,Q844100
Jean Fredrik Henrik Meyer,26 februari 1822,Hamburg,26 mars 1893,Tyska S:ta Gertruds församling (Stockholm),https://www.swedishmusicalheritage.com/composers/meyer-jean-fredrik-henrik/,false,
Johan Miklin,21 juni 1787,"Gagnef 1726 (troligen den 4 mars), avliden i Linköpings domkyrkoförsamling",21 juni 1787,Linköpings domkyrkoförsamling,https://www.swedishmusicalheritage.com/composers/miklin-johan-adolf/,false,
Ingmar Milveden,15 februari 1920,,16 september 2007,Uppsala domkyrkoförsamling,https://www.swedishmusicalheritage.com/composers/milveden-ingmar/,false,
Carl-Allan Moberg,5 juni 1896,,19 juni 1978,"Helga Trefaldighets församling, Uppsala,",https://www.swedishmusicalheritage.com/composers/moberg-carl-allan/,false,
Carl Johan Moberger,18 maj 1762,Nyköping,18 november 1844,Gävle församling (sedermera Gävle Heliga Trefaldighets församling),https://www.swedishmusicalheritage.com/composers/moberger-carl-johan/,false,
Carl Theodor Möller,11 november 1813,,15 juli 1889,,https://www.swedishmusicalheritage.com/composers/moller-carl-theodor/,false,
Göran Peter Möller,8 november 1824,,20 augusti 1908,Norrköpings Matteus församling,https://www.swedishmusicalheritage.com/composers/moller-goran-peter/,false,
Nils Möller,5 april 1803,"Helsingborg, Sweden",7 October 1860,Lund,https://www.swedishmusicalheritage.com/composers/moller-nils/,false,
Tebogo Monnakgotla,,,,,https://www.swedishmusicalheritage.com/composers/monnakgotla-tebogo/,false,
Fabio Monni,,,,,https://www.swedishmusicalheritage.com/composers/monni-fabio/,false,
Olallo Morales,15 October 1874,"Almeria, Spain,",29 April 1957,"Tällberg, Sweden,",https://www.swedishmusicalheritage.com/composers/morales-olallo/,true,Q5993116
John (Theodor/Teodor) Morén,26 maj 1854,,7 april 1932,Bromma församling,https://www.swedishmusicalheritage.com/composers/moren-john/,false,
Kristofer Morhed,,,,,https://www.swedishmusicalheritage.com/composers/morhed-kristofer/,false,
Jan W Morthenson,,,,,https://www.swedishmusicalheritage.com/composers/morthenson-jan-w/,false,
Staffan Mossenmark,,,,,https://www.swedishmusicalheritage.com/composers/mossenmark-staffan/,false,
Jacob Mühlrad,,,,,https://www.swedishmusicalheritage.com/composers/muhlrad-jacob/,false,
Christian Friedrich Müller,29 December 1752,"Rheinberg, Prussia,",21 December 1827,Stockholm,https://www.swedishmusicalheritage.com/composers/muller-carl-friedrich/,false,
Rei Munakata,,,,,https://www.swedishmusicalheritage.com/composers/munakata-rei/,false,
Helena Munktell,24 November 1852,Grycksbo,10 September 1919,Stockholm,https://www.swedishmusicalheritage.com/composers/munktell-helena/,true,Q4968368
Paula Müntzing,17 juni 1890,"Kristiania (Oslo, Norge)",1 februari 1967,"Vasa församling, Göteborg",https://www.swedishmusicalheritage.com/composers/muntzing-paula/,false,
Melcher Myrberg,23 december 1825,,7 maj 1917,"Klara församling, Stockholm,",https://www.swedishmusicalheritage.com/composers/myrberg-melcher/,false,
Daniel Eric Naezén,27 februari 1752,,1 december 1808,Umeå stadsförsamling,https://www.swedishmusicalheritage.com/composers/naezen-daniel-eric/,false,
Johan Jakob Nagel,18 June 1807,Moravia,7 July 1885,Stockholm,https://www.swedishmusicalheritage.com/composers/nagel-johan-jacob/,false,
Ray Næssén,,,,,https://www.swedishmusicalheritage.com/composers/nassen-ray/,false,
Johann Gottlieb Naumann,17 April 1741,Blasewitz near Dresden,23 October 1801,"Dresden, was, in his capacity as chief conductor of the royal court orchestra and composer, a dominant force on the city’s music scene at the end of the 18 th century",https://www.swedishmusicalheritage.com/composers/naumann-johann-gottlieb/,true,Q213927
Siegfried Naumann,,,,,https://www.swedishmusicalheritage.com/composers/naumann-siegfried/,false,
Annelie Nederberg,,,,,https://www.swedishmusicalheritage.com/composers/nederberg-annelie/,false,
Daniel Nelson,,,,,https://www.swedishmusicalheritage.com/composers/nelson-daniel/,false,
Laura Netzel,1 March 1839,Rantasalmi,10 February 1927,Stockholm,https://www.swedishmusicalheritage.com/composers/netzel-laura/,true,Q4989335
Jesper Nielsen,,,,,https://www.swedishmusicalheritage.com/composers/nielsen-jesper/,false,
Alexandra Nilsson,,,,,https://www.swedishmusicalheritage.com/composers/nilsson-alexandra/,false,
Anders Nilsson,,,,,https://www.swedishmusicalheritage.com/composers/nilsson-anders/,false,
Bo Nilsson,,,,,https://www.swedishmusicalheritage.com/composers/nilsson-bo/,true,Q1893049
Ivo Nilsson,,,,,https://www.swedishmusicalheritage.com/composers/nilsson-ivo/,false,
Christina Nilsson,20 August 1843,,22 November 1921,Växjo,https://www.swedishmusicalheritage.com/composers/nilsson-kristina/,false,
Leo Nilsson,,,,,https://www.swedishmusicalheritage.com/composers/nilsson-leo/,false,
Per Anders Nilsson,,,,,https://www.swedishmusicalheritage.com/composers/nilsson-per-anders/,false,
Torbjörn Nilsson,,,,,https://www.swedishmusicalheritage.com/composers/nilsson-torbjorn/,false,
Torsten Nilsson,,,,,https://www.swedishmusicalheritage.com/composers/nilsson-torsten/,false,
