article,name,birth,death,nationality,notable_20th_century_works,comment,era
Julia_Wolfe,Julia Wolfe,1958,,American,,,20th-century classical
Sinta_Wullur,Sinta Wullur,1958,,Indonesian-Dutch,,,20th-century classical
Akio_Yasuraoka,Akio Yasuraoka,1958,,Japanese,,,20th-century classical
Jay_Alan_Yim,Jay Alan Yim,1958,,American,,,20th-century classical
Andrew_York_(guitarist),Andrew York,1958,,American,,,20th-century classical
Hiroaki_Zakōji,Hiroaki Zakōji,1958,1987,Japanese,,,20th-century classical
Davide_Zannoni,Davide Zannoni,1958,,Italian,,,20th-century classical
Caroline_Ansink,Caroline Ansink,1959,,Dutch,,,20th-century classical
Richard_Barrett_(composer),Richard Barrett,1959,,Welsh,Construction,"electroacoustic music, improvisation",20th-century classical
Kendall_Durelle_Briggs,Kendall Durelle Briggs,1959,,American,,,20th-century classical
Sebastian_Currier,Sebastian Currier,1959,,American,,,20th-century classical
Paul_Doornbusch,Paul Doornbusch,1959,,Australian,,"computer music, electroacoustic music",20th-century classical
Alfio_Fazio,Alfio Fazio,1959,,Italian,,,20th-century classical
Vladimír_Franz,Vladimír Franz,1959,,Czech,,,20th-century classical
Lucio_Garau,Lucio Garau,1959,,Italian,,,20th-century classical
James_Harley,James Harley,1959,,Canadian,,,20th-century classical
Adina_Izarra,Adina Izarra,1959,,Venezuelan,,,20th-century classical
Vakhtang_Kakhidze,Vakhtang Kakhidze,1959,,Georgian,,,20th-century classical
Shigeru_Kan-no,Shigeru Kan-no,1959,,Japanese,Play Station Cycles; Simulation Cycles,,20th-century classical
Ana_Lara,Ana Lara,1959,,Mexican,,,20th-century classical
James_MacMillan,James MacMillan,1959,,Scottish,The Sacrifice; Veni veni Emmanuel (percussion concerto); The Confession of Isobel Gowdie; St. John Passion; 3 symphonies,,20th-century classical
Steve_Martland,Steve Martland,1959,2013,English,,,20th-century classical
John_Palmer_(composer),John Palmer,1959,,British,,,20th-century classical
Victor_Rasgado,Victor Rasgado,1959,,Mexican,,,20th-century classical
Erkki-Sven_Tüür,Erkki-Sven Tüür,1959,,Estonian,6 symphonies; Violin Concerto; Piano Concerto; Searching for Roots,,20th-century classical
Nobuo_Uematsu,Nobuo Uematsu,1959,,Japanese,Liberi Fatali,,20th-century classical
Robert_Ian_Winstin,Robert Ian Winstin,1959,2010,American,,,20th-century classical
Maria_de_Alvear,Maria de Alvear,1960,,Spanish-German,,,20th-century classical
Dirk_Brossé,Dirk Brossé,1960,,Belgian,,,20th-century classical
George_Benjamin_(composer),George Benjamin,1960,,English,Sudden Time; Antara,,20th-century classical
Nigel_Clarke_(composer),Nigel Clarke,1960,,English,Samurai; A Richer Dust (Symphony No 1.); The Miraculous Violin;  Mysteries of the Horizon (Trumpet/Cornet Concerto); Earthrise; Gagarin,,20th-century classical
Sidney_Corbett,Sidney Corbett,1960,,American,,,20th-century classical
Nathan_Currier,Nathan Currier,1960,,American,Gaian Variations,,20th-century classical
"Karlheinz_Essl,_Jr.","Karlheinz Essl, Jr.",1960,,Austrian,Lexikon-Sonate,,20th-century classical
Detlev_Glanert,Detlev Glanert,1960,,German,"operas Leyla und Medjnun, Caligula, Solaris",,20th-century classical
Osvaldo_Golijov,Osvaldo Golijov,1960,,Argentine,,,20th-century classical
Annie_Gosfield,Annie Gosfield,1960,,American,,,20th-century classical
Julian_Grant,Julian Grant,1960,,English,,,20th-century classical
Georg_Hajdu,Georg Hajdu,1960,,German,,,20th-century classical
Pertti_Jalava,Pertti Jalava,1960,,Finnish,"Music for orchestra (including five symphonies), chamber ensembles, big band, jazz ensembles, wind band and choir",,20th-century classical
Aaron_Jay_Kernis,Aaron Jay Kernis,1960,,American,"Musica Instrumentalis, Colored Field",,20th-century classical
Priti_Paintal,Priti Paintal,1960,,Indian,,,20th-century classical
Alexander_Shchetynsky,Alexander Shchetynsky,1960,,Ukrainian,,,20th-century classical
William_Susman,William Susman,1960,,American,Marimba Montuño (solo); Camille (chamber ensmeble); Trailing Vortices (chamber orchestra); Fate of the Lhapa (film score),postminimalism; also composer of film music: Native New Yorker,20th-century classical
Mark-Anthony_Turnage,Mark-Anthony Turnage,1960,,English,"Greek; From All Sides; Mambo, Blue and Tarantella (violin concerto); From the Wreckage (trumpet concerto); Fractured Lines (percussion concerto); Five Views of a Mouth (flute concerto); A Fast Stomp",,20th-century classical
Ana-Maria_Avram,Ana-Maria Avram,1961,2017,Romanian,,spectral music,20th-century classical
John_Burge,John Burge,1961,,Canadian,,,20th-century classical
Unsuk_Chin,Unsuk Chin,1961,,South Korean,Alice in Wonderland; Violin Concerto; Fantasie mécanique; Cantatrix Sopranica,,20th-century classical
Marc-André_Dalbavie,Marc-André Dalbavie,1961,,French,,,20th-century classical
Nailia_Galiamova,Nailia Galiamova,1961,,Uzbekistani,,,20th-century classical
Lucio_Gregoretti,Lucio Gregoretti,1961,,Italian,,,20th-century classical
Jorge_Grundman,Jorge Grundman,1961,,Spanish,,,20th-century classical
Daron_Hagen,Daron Hagen,1961,,American,,,20th-century classical
Jake_Heggie,Jake Heggie,1961,,American,Dead Man Walking,,20th-century classical
Hanna_Kulenty,Hanna Kulenty,1961,,Polish,"Ad Unum, Breathe, The Mother of Black Winged-Dreams, Trumpet Concerto, String Quartet No. 4",,20th-century classical
Lowell_Liebermann,Lowell Liebermann,1961,,American,,,20th-century classical
Peter_Machajdík,Peter Machajdík,1961,,Slovak / German,Namah; Double Bayan Concerto; Farewell Fanfares; Lasea; Nell'autunno del suo abbraccio insonne,"postminimalism, electronic music",20th-century classical
Alo_Mattiisen,Alo Mattiisen,1961,1996,Estonian,,,20th-century classical
Erica_Muhl,Erica Muhl,1961,,American,Consolation,,20th-century classical
Remilson_Nery,Remilson Nery,1961,,Brazilian,"Works for classical guitar, piano, strings, brass, woodwinds, percussion, chamber music, including mixed choir and children’s choir",,20th-century classical
Michiru_Ōshima,Michiru Ōshima,1961,,Japanese,,,20th-century classical
Michael_Torke,Michael Torke,1961,,American,"""Vanada""; Javelin; Rapture (percussion concerto); Ecstatic Orange",,20th-century classical
Roman_Turovsky-Savchuk,Roman Turovsky-Savchuk,1961,,Ukrainian/American,Tombeau for Omelyan Kovch,historicist–neo-Baroque,20th-century classical
,Peter Zagar,1961,,Slovak,,,20th-century classical
Mohamed_Abdelwahab_Abdelfattah,Mohamed Abdelwahab Abdelfattah,1962,,Egypt,"Die Wunderzahl, String Quartet No. 2 ""Monamnamat""","electroacoustic, postmodernism",20th-century classical
Michael_Abels,Michael Abels,1962,,American,Global Warming,,20th-century classical
Sylvia_Constantinidis,Sylvia Constantinidis,1962,,Venezuelan-American,,,20th-century classical
Arne_Eigenfeldt,Arne Eigenfeldt,1962,,Canadian,,,20th-century classical
Carl_Faia,Carl Faia,1962,,American,,,20th-century classical
Stefano_Gervasoni,Stefano Gervasoni,1962,,Italian,,,20th-century classical
Jack_Gibbons,Jack Gibbons,1962,,English,"Ave Verum Corpus, Choral works, Serenade for string orchestra, Song cycles, Piano works",,20th-century classical
Jennifer_Higdon,Jennifer Higdon,1962,,American,,,20th-century classical
Craig_Hella_Johnson,Craig Hella Johnson,1962,,American,Numerous choral compositions and arrangements,,20th-century classical
Claus-Steffen_Mahnkopf,Claus-Steffen Mahnkopf,1962,,German,,,20th-century classical
P._Q._Phan,P. Q. Phan,1962,,Vietnamese,,,20th-century classical
Surendran_Reddy,Surendran Reddy,1962,2010,South African,,,20th-century classical
Rudi_Spring,Rudi Spring,1962,,German,"Heimkunft, chamber symphonies, song cycles",,20th-century classical
Kaoru_Wada,Kaoru Wada,1962,,Japanese,,,20th-century classical
Graham_Waterhouse,Graham Waterhouse,1962,,English,"Piccolo Quintet, Three Pieces for Solo Cello, Gestural Variations",,20th-century classical
Sandeep_Bhagwati,Sandeep Bhagwati,1963,,Indian,opera Ramanujan,,20th-century classical
,Michel Bosc,1963,,French,,,20th-century classical
Philip_Cashian,Philip Cashian,1963,,British,,,20th-century classical
Graham_Fitkin,Graham Fitkin,1963,,British,,,20th-century classical
Michael_Zev_Gordon,Michael Zev Gordon,1963,,British,,,20th-century classical
Svante_Henryson,Svante Henryson,1963,,Swedish,,,20th-century classical
Sophie_Lacaze,Sophie Lacaze,1963,,French,,,20th-century classical
Shinkichi_Mitsumune,Shinkichi Mitsumune,1963,,Japanese,,,20th-century classical
Hikari_Ōe,Hikari Ōe,1963,,Japanese,,,20th-century classical
John_Pickard_(composer),John Pickard,1963,,British,,,20th-century classical
Fausto_Romitelli,Fausto Romitelli,1963,2004,Italian,,,20th-century classical
Calliope_Tsoupaki,Calliope Tsoupaki,1963,,Greek,,,20th-century classical
Hana_Vejvodová,Hana Vejvodová,1963,1994,Czech,Brass Quintet,,20th-century classical
Edson_Zampronha,Edson Zampronha,1963,,Brazilian,"Lamenti, Recycling Collaging Sampling, Concert for Piano N.1, Modelagem X-a",,20th-century classical
Luca_Belcastro,Luca Belcastro,1964,,Italian,,,20th-century classical
Marco_Betta,Marco Betta,1964,,Italian,,,20th-century classical
Scott_Boerma,Scott Boerma,1964,,American,,,20th-century classical
Boris_Böhmann,Boris Böhmann,1964,,German,,,20th-century classical
Gregers_Brinch,Gregers Brinch,1964,,Danish,,,20th-century classical
Judy_Dunaway,Judy Dunaway,1964,,American,,avant-garde,20th-century classical
Julia_Gomelskaya,Julia Gomelskaya,1964,2016,Ukrainian,,,20th-century classical
Fiona_Joy_Hawkins,Fiona Joy Hawkins,1964,,Australian,,,20th-century classical
Jun_Nagao,Jun Nagao,1964,,Japanese,,,20th-century classical
Javier_Parrado,Javier Parrado,1964,,Bolivian,,,20th-century classical
Cristian_Pațurcă,Cristian Pațurcă,1964,2011,Romanian,,,20th-century classical
Richard_Rijnvos,Richard Rijnvos,1964,,Dutch,Block Beuys,,20th-century classical
Anton_Batagov,Anton Batagov,1965,,Russian,,post-minimalist,20th-century classical
Irina_Bogushevskaya,Irina Bogushevskaya,1965,,Russian,,,20th-century classical
Zana_Clarke,Zana Clarke,1965,,Australian,,,20th-century classical
Carin_Bartosch_Edström,Carin Bartosch Edström,1965,,Swedish,,,20th-century classical
Moritz_Eggert,Moritz Eggert,1965,,German,,,20th-century classical
Thierry_Escaich,Thierry Escaich,1965,,French,,,20th-century classical
Yoshiki_Hayashi,Yoshiki Hayashi,1965,,Japanese,,,20th-century classical
Yuri_Khanon,Yuri Khanon,1965,,Russian,"The Shagreen Bone, The Symphony of Dogs, The Middle Symphony, Agonia Dei, What Zarathustra Said Indeed","polystylism, neoclassicism",20th-century classical
Gordon_McPherson,Gordon McPherson,1965,,Scottish,,,20th-century classical
Peter_Nardone,Peter Nardone,1965,,Scottish,,,20th-century classical
Bernd_Redmann,Bernd Redmann,1965,,German,"opera Die Gehetzten, orchestra Fiasko, chamber Migrant",,20th-century classical
Georgia_Spiropoulos,Georgia Spiropoulos,1965,,Greek,"Klama, for mixed choir & live electronics",avant-garde,20th-century classical
Paul_Steenhuisen,Paul Steenhuisen,1965,,Canadian,,,20th-century classical
Mats_Wendt,Mats Wendt,1965,,Swedish,Eddan – The Invincible Sword of the Elf-Smith,,20th-century classical
Roberto_Carnevale,Roberto Carnevale,1966,,Italian,Linae (1992–1995),,20th-century classical
Nicholas_Frances_Chase,Nicholas Frances Chase,1966,,American,,,20th-century classical
Juan_J._Colomer,Juan J. Colomer,1966,,Spanish,La complicidad del espectro,,20th-century classical
Dorothy_Hindman,Dorothy Hindman,1966,,American,"drowningXnumbers, Magic City for orchestra",,20th-century classical
Jan_Müller-Wieland,Jan Müller-Wieland,1966,,German,"operas Gastspiel, Komödie ohne Titel, Das Märchen der 672. Nacht",,20th-century classical
John_Psathas,John Psathas,1966,,New Zealand,,,20th-century classical
Juan_María_Solare,Juan María Solare,1966,,Argentine,,,20th-century classical
Donald_Reid_Womack,Donald Reid Womack,1966,,American,,,20th-century classical
Julian_Anderson,Julian Anderson,1967,,British,,,20th-century classical
Mark_Applebaum,Mark Applebaum,1967,,American,,,20th-century classical
Derek_Bermel,Derek Bermel,1967,,American,,,20th-century classical
Sansan_Chien,Sansan Chien,1967,2011,Chinese,,,20th-century classical
Salvatore_Di_Vittorio,Salvatore Di Vittorio,1967,,Italian,,,20th-century classical
Amos_Elkana,Amos Elkana,1967,,Israeli,,,20th-century classical
Jens_Josef,Jens Josef,1967,,German,"Musik für Flöte(n), Viola und Kontrabass, chamber music",,20th-century classical
Andreas_Kunstein,Andreas Kunstein,1967,,Dutch,,,20th-century classical
Olli_Mustonen,Olli Mustonen,1967,,Finnish,,,20th-century classical
Alberto_Posadas,Alberto Posadas,1967,,Spanish,,,20th-century classical
Eric_Qin,Eric Qin,1967,1993,American,,experimental music,20th-century classical
Christopher_Theofanidis,Christopher Theofanidis,1967,,American,,,20th-century classical
Xu_Yi,Xu Yi,1967,,Chinese,,,20th-century classical
Jun_Yamaguchi,Jun Yamaguchi,1967,,Japanese,,,20th-century classical
Hiroyuki_Yamamoto_(composer),Hiroyuki Yamamoto,1967,,Japanese,,,20th-century classical
Laura_Andel,Laura Andel,1968,,Argentine,,,20th-century classical
Joe_Cutler,Joe Cutler,1968,,British,,,20th-century classical
Jens_Joneleit,Jens Joneleit,1968,,German,"operas Der Brand, Piero &‐ Ende der Nacht, Metanoia. Über das Denken hinaus",,20th-century classical
Johannes_Kretz,Johannes Kretz,1968,,Austrian,,,20th-century classical
Francisco_Lara,Francisco Lara,1968,,Spanish,,,20th-century classical
Olga_Neuwirth,Olga Neuwirth,1968,,Austrian,,avant-garde,20th-century classical
Roxanna_Panufnik,Roxanna Panufnik,1968,,English,,,20th-century classical
Alwynne_Pritchard,Alwynne Pritchard,1968,,British,,,20th-century classical
Victoria_Borisova-Ollas,Victoria Borisova-Ollas,1969,,Russian-Swedish,Wings of the Wind,,20th-century classical
Nicola_Campogrande,Nicola Campogrande,1969,,Italian,,,20th-century classical
Andrea_Cera,Andrea Cera,1969,,Italian,,Electroacoustic,20th-century classical
Johanna_Doderer,Johanna Doderer,1969,,Austrian,,Opera,20th-century classical
Ciarán_Farrell,Ciarán Farrell,1969,,Irish,,,20th-century classical
Pierre_Kolp,Pierre Kolp,1969,,Belgian,,avant-garde,20th-century classical
Yannis_Kyriakides,Yannis Kyriakides,1969,,Cypriot,,,20th-century classical
Jocelyn_Morlock,Jocelyn Morlock,1969,,Canadian,,,20th-century classical
Patrick_Nunn,Patrick Nunn,1969,,British,,,20th-century classical
Roy_Zu-Arets,Roy Zu-Arets,1969,,American-Israeli,,,20th-century classical
Michel_van_der_Aa,Michel van der Aa,1970,,Dutch,After Life,,20th-century classical
Rodolfo_Acosta_(composer),Rodolfo Acosta,1970,,Colombian,,,20th-century classical
David_Bruce_(composer),David Bruce,1970,,British-American,,,20th-century classical
Fred_Momotenko,Fred Momotenko,1970,,Russian-Dutch,,,20th-century classical
Graziella_Concas,Graziella Concas,1970,,Italian,,,20th-century classical
Donnacha_Dennehy,Donnacha Dennehy,1970,,Irish,,,20th-century classical
Daniel_Felsenfeld,Daniel Felsenfeld,1970,,American,Insomnia Redux,,20th-century classical
Arlene_Sierra,Arlene Sierra,1970,,American,,,20th-century classical
Fazıl_Say,Fazıl Say,1970,,Turkish,"1001 Nights in the Harem, Istanbul Symphony",Piano symphony Turkish music (style),20th-century classical
Eric_Whitacre,Eric Whitacre,1970,,American,"Cloudburst, Lux Aurumque, Water Night",choral music,20th-century classical
Thomas_Adès,Thomas Adès,1971,,English,Powder Her Face; Asyla; Traced Overhead,,20th-century classical
Yoshino_Aoki,Yoshino Aoki,1971,,Japanese,,,20th-century classical
Richard_Causton_(composer),Richard Causton,1971,,English,,,20th-century classical
Carlo_Forlivesi,Carlo Forlivesi,1971,,Italian,Requiem,,20th-century classical
Michael_Hersch,Michael Hersch,1971,,American,Symphony No. 1; Fracta; Arraché,,20th-century classical
Klaus_Lang,Klaus Lang,1971,,Austrian,,,20th-century classical
Paweł_Mykietyn,Paweł Mykietyn,1971,,Polish,,,20th-century classical
Takatomi_Nobunaga,Takatomi Nobunaga,1971,,Japanese,String Quartet,,20th-century classical
Guto_Puw,Guto Puw,1971,,Welsh,,,20th-century classical
Tomomi_Adachi,Tomomi Adachi,1972,,Japanese,,,20th-century classical
Natasha_Barrett_(composer),Natasha Barrett,1972,,British,,electroacoustic,20th-century classical
Hiba_Kawas,Hiba Kawas,1972,,Lebanese,,,20th-century classical
Bappa_Mazumder,Bappa Mazumder,1972,,Bangladeshi,,,20th-century classical
Kevin_Puts,Kevin Puts,1972,,American,,,20th-century classical
André_Ristic,André Ristic,1972,,Canadian,,,20th-century classical
Lera_Auerbach,Lera Auerbach,1973,,Russian,,,20th-century classical
Fred_Jonny_Berg,Fred Jonny Berg,1973,,Norwegian,,,20th-century classical
J._Ryan_Garber,J. Ryan Garber,1973,,American,Parabolisms; Resonances,,20th-century classical
Nihad_Hrustanbegovic,Nihad Hrustanbegovic,1973,,Bosnian-Dutch,Stork suite; Sevdah Medieval Rhapsody,"minimalism; also a composer of film music, and an improviser",20th-century classical
Mindia_Khitarishvili,Mindia Khitarishvili,1973,,Georgian,,,20th-century classical
Andrew_March,Andrew March,1973,,English,Marine — à travers les arbres,,20th-century classical
Jörg_Widmann,Jörg Widmann,1973,,German,Fantasie for Solo Clarinet; First String Quartet,,20th-century classical
Kristoffer_Zegers,Kristoffer Zegers,1973,,Dutch,,,20th-century classical
