article,name,birth,death,nationality,notable_20th_century_works,comment,era
Dai-Keong_Lee,Dai-Keong Lee,1915,2005,Chinese-American,,,20th-century classical
Vic_Legley,Vic Legley,1915,1994,Belgian,,,20th-century classical
Douglas_Lilburn,Douglas Lilburn,1915,2001,New Zealander,,,20th-century classical
Knut_Nystedt,Knut Nystedt,1915,2014,Norwegian,,,20th-century classical
Robert_Moffat_Palmer,Robert Moffat Palmer,1915,2010,American,,,20th-century classical
George_Perle,George Perle,1915,2009,American,,,20th-century classical
Vincent_Persichetti,Vincent Persichetti,1915,1987,American,,neoclassicism,20th-century classical
Dimitar_Sagaev,Dimitar Sagaev,1915,2003,Bulgarian,,,20th-century classical
Gösta_Schwarck,Gösta Schwarck,1915,2012,Danish,,,20th-century classical
John_Serry_Sr.,John Serry Sr.,1915,2003,American,American Rhapsody; Concerto for Free Bass Accordion,symphonic jazz influenced,20th-century classical
Robert_Strassburg,Robert Strassburg,1915,2003,American,,,20th-century classical
Carlos_Surinach,Carlos Surinach,1915,1997,Spanish,,,20th-century classical
Georgy_Sviridov,Georgy Sviridov,1915,1998,Russian,Piano Sonata,neoromantic,20th-century classical
Earl_Wild,Earl Wild,1915,2010,American,,,20th-century classical
Joseph_R._Wood,Joseph R. Wood,1915,2000,American,,,20th-century classical
Jan_Håkan_Åberg,Jan Håkan Åberg,1916,2012,Swedish,,,20th-century classical
Rostom_Aramovic_Alagian,Rostom Aramovic Alagian,1916,2009,Armenian-Georgian,,,20th-century classical
Gaston_Allaire,Gaston Allaire,1916,2011,Canadian,,,20th-century classical
Denis_ApIvor,Denis ApIvor,1916,2004,British,,,20th-century classical
Milton_Babbitt,Milton Babbitt,1916,2011,American,Composition for Four Instruments; String Quartet No. 2; All Set; Philomel,"serialism, electronic music",20th-century classical
Philip_Bezanson,Philip Bezanson,1916,1975,American,,,20th-century classical
Karl-Birger_Blomdahl,Karl-Birger Blomdahl,1916,1968,Swedish,Aniara (opera),Swedish modernism,20th-century classical
Valentino_Bucchi,Valentino Bucchi,1916,1976,Italian,,,20th-century classical
Mutal_Burhonov,Mutal Burhonov,1916,2002,Uzbekistani,,,20th-century classical
Henri_Dutilleux,Henri Dutilleux,1916,2013,French,"Timbres, espace, mouvement; Tout un Monde Lointain; The Shadows of Time",neo-impressionism,20th-century classical
Helmut_Eder,Helmut Eder,1916,2005,Austrian,,,20th-century classical
Merrill_Leroy_Ellis,Merrill Leroy Ellis,1916,1981,American,,,20th-century classical
Einar_Englund,Einar Englund,1916,1999,Finnish,,,20th-century classical
Alberto_Ginastera,Alberto Ginastera,1916,1983,Argentine,Bomarzo; Cinco canciones populares argentinas; Danzas Argentinas,,20th-century classical
Douglas_Guest,Douglas Guest,1916,1996,English,,,20th-century classical
Luis_Herrera_de_la_Fuente,Luis Herrera de la Fuente,1916,2014,Mexican,,,20th-century classical
Malcolm_MacDonald_(composer),Malcolm MacDonald,1916,1992,British,,,20th-century classical
Carin_Malmlöf-Forssling,Carin Malmlöf-Forssling,1916,2005,Swedish,,,20th-century classical
Warren_Martin,Warren Martin,1916,1982,American,,,20th-century classical
Veli_Mukhatov,Veli Mukhatov,1916,2005,Turkmenistani,,,20th-century classical
Nydia_Pereyra-Lizaso,Nydia Pereyra-Lizaso,1916,1998,Uruguayan,,,20th-century classical
Nikolay_Peyko,Nikolay Peyko,1916,1995,Russian,,,20th-century classical
Jan_Rychlík,Jan Rychlík,1916,1964,Czech,,,20th-century classical
Zikmund_Schul,Zikmund Schul,1916,1944,German,,,20th-century classical
Mordecai_Seter,Mordecai Seter,1916,1994,Russian-born Israeli,,,20th-century classical
Bernard_Stevens,Bernard Stevens,1916,1983,British,,,20th-century classical
Irwin_Swack,Irwin Swack,1916,2006,American,,,20th-century classical
Erna_Tauro,Erna Tauro,1916,1993,Finnish-Swedish,,,20th-century classical
Guido_Turchi,Guido Turchi,1916,2010,Italian,,,20th-century classical
Arnold_van_Wyk,Arnold van Wyk,1916,1983,South African,,,20th-century classical
Els_Aarne,Els Aarne,1917,1995,Estonian,,,20th-century classical
Richard_Arnell,Richard Arnell,1917,2009,English,,,20th-century classical
Brian_Boydell,Brian Boydell,1917,2000,Irish,,,20th-century classical
Rudolf_Brucci,Rudolf Brucci,1917,2002,Italian-Croatian,,,20th-century classical
Anthony_Burgess,Anthony Burgess,1917,1993,English,,,20th-century classical
Edward_T._Cone,Edward T. Cone,1917,2004,American,,,20th-century classical
Roque_Cordero,Roque Cordero,1917,2008,Panamanian,,,20th-century classical
Ivor_Darreg,Ivor Darreg,1917,1994,American,,"microtone, xenharmonic",20th-century classical
Robert_Erickson,Robert Erickson,1917,1997,American,,"twelve tone, extended technique",20th-century classical
Robert_Farnon,Robert Farnon,1917,2005,Canadian,,light music,20th-century classical
John_Gardner_(composer),John Gardner,1917,2011,English,Tomorrow Shall Be My Dancing Day,,20th-century classical
Pietro_Grossi,Pietro Grossi,1917,2002,Italian,,computer music,20th-century classical
Egil_Harder,Egil Harder,1917,1997,Danish,,,20th-century classical
Lou_Harrison,Lou Harrison,1917,2003,American,Concerto for Violin and Percussion Orchestra; Piano Concerto,,20th-century classical
Prenkë_Jakova,Prenkë Jakova,1917,1969,Albanian,,,20th-century classical
Hilda_Jerea,Hilda Jerea,1917,1980,Romanian,,,20th-century classical
Václav_Kašlík,Václav Kašlík,1917,1989,Czech,,,20th-century classical
Rena_Kyriakou,Rena Kyriakou,1917,1994,Greek,,,20th-century classical
Antonio_Lauro,Antonio Lauro,1917,1986,Venezuelan,,guitar music,20th-century classical
Clarisse_Leite,Clarisse Leite,1917,2003,Brazilian,,,20th-century classical
Emanuel_Leplin,Emanuel Leplin,1917,1972,American,"Symphonies 1, 2 & 3; Violin Concerto; Comedy, Galaxy, Cosmos",,20th-century classical
Dinu_Lipatti,Dinu Lipatti,1917,1950,Romanian,,,20th-century classical
José_Maceda,José Maceda,1917,2004,Filipino,,,20th-century classical
Jean-Étienne_Marie,Jean-Étienne Marie,1917,1989,French,,,20th-century classical
Oskar_Morawetz,Oskar Morawetz,1917,2007,Canadian,,,20th-century classical
Geraldine_Mucha,Geraldine Mucha,1917,2012,Scottish,,,20th-century classical
James_Penberthy,James Penberthy,1917,1999,Australian,,,20th-century classical
Tarateño_Rojas,Tarateño Rojas,1917,2001,Bolivian,,,20th-century classical
Reginald_Smith_Brindle,Reginald Smith Brindle,1917,2003,British,El Polifemo de Oro for guitar,,20th-century classical
Maj_Sønstevold,Maj Sønstevold,1917,1996,Swedish,,,20th-century classical
Eta_Tyrmand,Eta Tyrmand,1917,2008,Belarusian,,,20th-century classical
Robert_Ward_(composer),Robert Ward,1917,2013,American,Concerto for piano and orchestra,,20th-century classical
Richard_Yardumian,Richard Yardumian,1917,1985,Armenian-American,,,20th-century classical
Isang_Yun,Isang Yun,1917,1995,Korean-German,,,20th-century classical
Olivier_Alain,Olivier Alain,1918,1994,French,,,20th-century classical
Louis_Applebaum,Louis Applebaum,1918,2000,Canadian,,,20th-century classical
Jürg_Baur,Jürg Baur,1918,2010,German,Concerto romano for oboe and orchestra; Der Roman mit dem Kontrabass (opera),"serialism, quotation, neoclassicism",20th-century classical
Leonard_Bernstein,Leonard Bernstein,1918,1990,American,West Side Story; Chichester Psalms; Candide; Serenade; Mass,"jazz-influenced and pop-influence; also a composer of popular songs, under pseudonym ""Lenny Amber""",20th-century classical
Lorne_Betts,Lorne Betts,1918,1985,Canadian,,,20th-century classical
Lina_Pires_de_Campos,Lina Pires de Campos,1918,2003,Brazilian,,,20th-century classical
Gayane_C'ebotaryan,Gayane C'ebotaryan,1918,1998,Armenian,,,20th-century classical
Liviu_Comes,Liviu Comes,1918,2004,Romanian,choral,,20th-century classical
Philip_Cranmer,Philip Cranmer,1918,2006,English,,,20th-century classical
Robert_Docker,Robert Docker,1918,1992,English,,,20th-century classical
Gottfried_von_Einem,Gottfried von Einem,1918,1996,Austrian,"Dantons Tod, Der Besuch der alten Dame, cantata An die Nachgeborenen",eclectic,20th-century classical
Raymond_Gallois-Montbrun,Raymond Gallois-Montbrun,1918,1994,French,,,20th-century classical
Gara_Garayev,Gara Garayev,1918,1982,Azerbaijani,,,20th-century classical
Harold_Gramatges,Harold Gramatges,1918,2008,Cuban,,,20th-century classical
Lucrecia_Roces_Kasilag,Lucrecia Roces Kasilag,1918,2008,Filipino,,,20th-century classical
Marcelo_Koc,Marcelo Koc,1918,2006,Argentine,Música para 5 instrumentos; Concerto for Viola and Orchestra,,20th-century classical
Lila_Lalauni,Lila Lalauni,1918,1996,Greek,,,20th-century classical
Leonard_B._Meyer,Leonard B. Meyer,1918,2007,American,,,20th-century classical
Anthony_A._Mitchell,Anthony A. Mitchell,1918,2009,American,,,20th-century classical
Arie_Van_de_Moortel,Arie Van de Moortel,1918,1976,Belgian,,,20th-century classical
A._J._Potter,A. J. Potter,1918,1970,Irish,,,20th-century classical
Godfrey_Ridout,Godfrey Ridout,1918,1984,Canadian,,,20th-century classical
George_Rochberg,George Rochberg,1918,2005,American,,"serialism, later Neoromanticism",20th-century classical
Denise_Tolkowsky,Denise Tolkowsky,1918,1991,English,,,20th-century classical
Jórunn_Viðar,Jórunn Viðar,1918,2017,Icelandic,,,20th-century classical
Bernd_Alois_Zimmermann,Bernd Alois Zimmermann,1918,1970,German,Die Soldaten; Musique pour les soupers du Roi Ubi; Tratto; Tempus loquendi,"serialism, musical quotation, collage, electronic music, jazz-influenced, eclectic, polystylism",20th-century classical
István_Anhalt,István Anhalt,1919,2012,Hungarian-Canadian,,,20th-century classical
Bülent_Arel,Bülent Arel,1919,1990,Turkish,,electronic music,20th-century classical
Jacob_Avshalomov,Jacob Avshalomov,1919,2013,American,,,20th-century classical
Sven-Erik_Bäck,Sven-Erik Bäck,1919,1994,Swedish,,,20th-century classical
Bernard_Barrell,Bernard Barrell,1919,2005,English,,,20th-century classical
Niels_Viggo_Bentzon,Niels Viggo Bentzon,1919,2000,Danish,,,20th-century classical
Karel_Berman,Karel Berman,1919,1995,Czech,,,20th-century classical
Roslyn_Brogue,Roslyn Brogue,1919,1981,American,,,20th-century classical
Ota_Čermák,Ota Čermák,1919,1963,Czech,,,20th-century classical
John_W._Duarte,John W. Duarte,1919,2004,British,,,20th-century classical
Eleonora_Eksanishvili,Eleonora Eksanishvili,1919,,Georgian,,,20th-century classical
Ludmila_Frajt,Ludmila Frajt,1919,1999,Serbian,,,20th-century classical
Udo_Kasemets,Udo Kasemets,1919,2014,Estonian-born Canadian,,,20th-century classical
Leif_Kayser,Leif Kayser,1919,2001,Danish,,,20th-century classical
Talivaldis_Kenins,Talivaldis Kenins,1919,2008,Latvian-Canadian,,,20th-century classical
Leon_Kirchner,Leon Kirchner,1919,2009,American,,,20th-century classical
Gideon_Klein,Gideon Klein,1919,1945,Czech,,,20th-century classical
Li_Huanzhi,Li Huanzhi,1919,2000,Chinese,,,20th-century classical
Václav_Nelhýbel,Václav Nelhýbel,1919,1996,Czech-American,,,20th-century classical
Juan_Orrego-Salas,Juan Orrego-Salas,1919,2019,Chilean,,,20th-century classical
Jiří_Pauer,Jiří Pauer,1919,2007,Czech,,,20th-century classical
Qu_Xixian,Qu Xixian,1919,2008,Chinese,,,20th-century classical
Rezső_Sugár,Rezső Sugár,1919,1988,Hungarian,,,20th-century classical
Helen_Tobias-Duesberg,Helen Tobias-Duesberg,1919,2010,Estonian-American,,,20th-century classical
Akihiro_Tsukiyama,Akihiro Tsukiyama,1919,1995,Japanese,,,20th-century classical
Galina_Ustvolskaya,Galina Ustvolskaya,1919,2006,Russian,,,20th-century classical
Harold_Van_Heuvelen,Harold Van Heuvelen,1919,2017,American,,,20th-century classical
Roman_Vlad,Roman Vlad,1919,2013,Italian,,eclectic,20th-century classical
Mieczysław_Weinberg,Mieczysław Weinberg,1919,1996,Polish,,,20th-century classical
John_Worley,John Worley,1919,1999,American,,,20th-century classical
Alexander_Arutiunian,Alexander Arutiunian,1920,2012,Armenian,Trumpet Concerto in A-flat major,avant-garde,20th-century classical
Bebe_Barron,Bebe Barron,1920,1989,American,,electronic music,20th-century classical
José_Antonio_Bottiroli,José Antonio Bottiroli,1920,1990,Argentine,,,20th-century classical
Dave_Brubeck,Dave Brubeck,1920,2012,American,,,20th-century classical
Geoffrey_Bush,Geoffrey Bush,1920,1998,English,,,20th-century classical
Henri_Crolla,Henri Crolla,1920,1960,Italian,,,20th-century classical
Rolande_Falcinelli,Rolande Falcinelli,1920,1996,French,,,20th-century classical
Dorothea_Anne_Franchi,Dorothea Anne Franchi,1920,2003,New Zealander,,,20th-century classical
Peter_Racine_Fricker,Peter Racine Fricker,1920,1990,English,,,20th-century classical
Jacob_Gilboa,Jacob Gilboa,1920,2007,Israeli,,,20th-century classical
Karen_Khachaturian,Karen Khachaturian,1920,2011,Soviet and Russian,,,20th-century classical
Earl_Kim,Earl Kim,1920,1998,American,,,20th-century classical
John_La_Montaine,John La Montaine,1920,2013,American,,,20th-century classical
Kurt_Leimer,Kurt Leimer,1920,1974,German,,,20th-century classical
John_Lessard,John Lessard,1920,2003,American,,,20th-century classical
Aleksandr_Lokshin,Aleksandr Lokshin,1920,1987,Russian,,,20th-century classical
Bruno_Maderna,Bruno Maderna,1920,1973,Italian,Satyricon,"avant-garde, electronic music",20th-century classical
Robert_Moevs,Robert Moevs,1920,2007,American,,,20th-century classical
Jean_Perrin,Jean Perrin,1920,1989,Swiss,,,20th-century classical
Marco_Rizo,Marco Rizo,1920,1998,Cuban,,,20th-century classical
István_Sárközy,István Sárközy,1920,2002,Hungarian,"Júlia énekek, Sinfonia concertante",,20th-century classical
Armin_Schibler,Armin Schibler,1920,1986,Swiss,,,20th-century classical
Harold_Shapero,Harold Shapero,1920,2013,American,Symphony for Classical Orchestra,,20th-century classical
Heikki_Suolahti,Heikki Suolahti,1920,1936,Finnish,Sinfonia piccola,Romanticism,20th-century classical
Robert_Turner_(composer),Robert Turner,1920,2012,Canadian,,,20th-century classical
John_Vallier,John Vallier,1920,1991,English,,,20th-century classical
Zbyněk_Vostřák,Zbyněk Vostřák,1920,1985,Czech,,,20th-century classical
Douglas_Allanbrook,Douglas Allanbrook,1921,2003,American,,,20th-century classical
Chaya_Arbel,Chaya Arbel,1921,2007,Israeli,,,20th-century classical
Malcolm_Arnold,Malcolm Arnold,1921,2006,English,Symphony No. 5 and No. 7; English Dances,,20th-century classical
Arno_Babajanian,Arno Babajanian,1921,1983,Armenian,,,20th-century classical
Seymour_Barab,Seymour Barab,1921,2014,American,,,20th-century classical
Jack_Beeson,Jack Beeson,1921,2010,American,Lizzie Borden,,20th-century classical
William_Bergsma,William Bergsma,1921,1994,American,"Violin Concerto, March with Trumpets",,20th-century classical
Dennis_Berry,Dennis Berry,1921,1994,English,,,20th-century classical
Marcel_Bitsch,Marcel Bitsch,1921,2011,French,,,20th-century classical
Laci_Boldemann,Laci Boldemann,1921,1969,Swedish,,,20th-century classical
Jarmil_Burghauser,Jarmil Burghauser,1921,1997,Czech,,,20th-century classical
Adrienne_Clostre,Adrienne Clostre,1921,2006,French,,,20th-century classical
Jeanne_Demessieux,Jeanne Demessieux,1921,1968,French,,,20th-century classical
Andrzej_Dobrowolski,Andrzej Dobrowolski,1921,1990,Polish,,,20th-century classical
Johannes_Driessler,Johannes Driessler,1921,1998,German,,,20th-century classical
Halim_El-Dabh,Halim El-Dabh,1921,2017,Egyptian-born American,,electronic music,20th-century classical
Hans_Ulrich_Engelmann,Hans Ulrich Engelmann,1921,2011,German,,,20th-century classical
Oscar_Feltsman,Oscar Feltsman,1921,2013,Russian,,,20th-century classical
Fritz_Geißler,Fritz Geißler,1921,1984,German,,,20th-century classical
Ruth_Gipps,Ruth Gipps,1921,1999,British,,,20th-century classical
Nazife_Güran,Nazife Güran,1921,1993,Turkish,,,20th-century classical
Antony_Hopkins,Antony Hopkins,1921,2014,British,,,20th-century classical
Karel_Husa,Karel Husa,1921,2016,Czech-American,"Music for Prague 1968; Music for Band, Orchestra, Chamber Ensembles",,20th-century classical
Andrew_Imbrie,Andrew Imbrie,1921,2007,American,,neoclassicism,20th-century classical
Yoshirō_Irino,Yoshirō Irino,1921,1980,Japanese,,,20th-century classical
Kan_Ishii,Kan Ishii,1921,2009,Japanese,,,20th-century classical
Božidar_Kantušer,Božidar Kantušer,1921,1999,American/Slovenian,,,20th-century classical
Joonas_Kokkonen,Joonas Kokkonen,1921,1996,Finnish,,,20th-century classical
Mustafa_Krantja,Mustafa Krantja,1921,2002,Albanian,,,20th-century classical
Robert_Kurka,Robert Kurka,1921,1957,American,,,20th-century classical
Ingvar_Lidholm,Ingvar Lidholm,1921,2017,Swedish,,,20th-century classical
Edward_Salim_Michael,Edward Salim Michael,1921,2006,French,,,20th-century classical
Joseph_Hanson_Kwabena_Nketia,Joseph Hanson Kwabena Nketia,1921,2019,Ghanaian,,,20th-century classical
Will_Ogdon,Will Ogdon,1921,2013,American,,,20th-century classical
Astor_Piazzolla,Astor Piazzolla,1921,1992,Argentine,tangos,,20th-century classical
Ariel_Ramírez,Ariel Ramírez,1921,2010,Argentine,Misa Criolla (1964),,20th-century classical
Primož_Ramovš,Primož Ramovš,1921,1999,Slovenian,,,20th-century classical
Alfred_Reed,Alfred Reed,1921,2005,American,,,20th-century classical
Ralph_Shapey,Ralph Shapey,1921,2002,American,,,20th-century classical
Robert_Simpson_(composer),Robert Simpson,1921,1997,English,,,20th-century classical
Leo_Smit_(American_composer),Leo Smit,1921,1999,American,,,20th-century classical
Vladimír_Sommer,Vladimír Sommer,1921,1997,Czech,,,20th-century classical
Jan_Tausinger,Jan Tausinger,1921,1980,Czech,,,20th-century classical
İlhan_Usmanbaş,İlhan Usmanbaş,1921,,Turkish,,,20th-century classical
Peter_Wishart_(composer),Peter Wishart,1921,1984,English,,,20th-century classical
Rosalina_Abejo,Rosalina Abejo,1922,1991,Filipino,,,20th-century classical
Fikret_Amirov,Fikret Amirov,1922,1984,Azerbaijani,,,20th-century classical
Peter_Tranchell,Peter Tranchell,1922,1993,English,,,20th-century classical
Raffaello_de_Banfield,Raffaello de Banfield,1922,2008,English,,,20th-century classical
Sadao_Bekku,Sadao Bekku,1922,2012,Japanese,,,20th-century classical
Antonio_Bibalo,Antonio Bibalo,1922,2008,Italian-Norwegian,,opera,20th-century classical
John_Boda,John Boda,1922,2002,American,,,20th-century classical
Gérard_Calvi,Gérard Calvi,1922,2015,French,,,20th-century classical
Doreen_Carwithen,Doreen Carwithen,1922,2003,British,,,20th-century classical
Alessandro_Casagrande,Alessandro Casagrande,1922,1964,Italian,,,20th-century classical
Chen_Peixun,Chen Peixun,1922,2007,Chinese,,,20th-century classical
Đỗ_Nhuận,Đỗ Nhuận,1922,1991,Vietnamese,,,20th-century classical
Tom_Eastwood,Tom Eastwood,1922,1999,English,,,20th-century classical
Lukas_Foss,Lukas Foss,1922,2009,German-born American,"Baroque Variations, Griffelkin",,20th-century classical
Wim_Franken,Wim Franken,1922,2012,Dutch,,,20th-century classical
German_Galynin,German Galynin,1922,1966,Russian,"Sonata Triad for piano, First Concerto for Piano and Orchestra, Second Concerto for Piano and Orchestra, Spanish Fantasy for piano",,20th-century classical
Odette_Gartenlaub,Odette Gartenlaub,1922,2014,French,,,20th-century classical
Stefans_Grové,Stefans Grové,1922,2014,South African,,,20th-century classical
Iain_Hamilton_(composer),Iain Hamilton,1922,2000,Scottish,chamber & orchestral works; operas & vocal works[vague],,20th-century classical
Michael_Howard,Michael Howard,1922,2002,English,,,20th-century classical
Ilja_Hurník,Ilja Hurník,1922,2013,Czech,"sonata da camera for flute, oboe, cello and harpsichord",,20th-century classical
David_N._Johnson,David N. Johnson,1922,1987,American,,,20th-century classical
Kelsey_Jones,Kelsey Jones,1922,2004,Canadian,,,20th-century classical
Leo_Kraft,Leo Kraft,1922,2014,American,,,20th-century classical
Otmar_Mácha,Otmar Mácha,1922,2006,Czech,,,20th-century classical
Ester_Mägi,Ester Mägi,1922,2021,Estonian,,,20th-century classical
Tale_Ognenovski,Tale Ognenovski,1922,2012,Macedonian,,,20th-century classical
Pierre_Petit_(composer), Pierre Petit,1922,2000,French,,,20th-century classical
Allen_Sapp,Allen Sapp,1922,1999,American,,,20th-century classical
Kazimierz_Serocki,Kazimierz Serocki,1922,1981,Polish,,,20th-century classical
,Attia Sharara,1922,,Egyptian,,,20th-century classical
Francis_Thorne,Francis Thorne,1922,2017,American,,,20th-century classical
Leif_Thybo,Leif Thybo,1922,2001,Danish,,,20th-century classical
Camillo_Togni,Camillo Togni,1922,1993,Italian,"Helian di Trakl, Rondeaux per dieci, Blaubart (opera)",,20th-century classical
George_Walker_(composer), George Walker,1922,2018,American,,,20th-century classical
Felix_Werder,Felix Werder,1922,2012,German-born Australian,,electronic music,20th-century classical
Raymond_Wilding-White,Raymond Wilding-White,1922,2001,English,,,20th-century classical
James_Wilson_(composer),James Wilson,1922,2005,Irish,,,20th-century classical
Iannis_Xenakis,Iannis Xenakis,1922,2001,Greek,Metastaseis,"avant-garde, stochastic music",20th-century classical
Zhu_Jian'er,Zhu Jian'er,1922,2017,Chinese,,,20th-century classical
Doris_Akers,Doris Akers,1923,1995,American,,,20th-century classical
Warren_Barker,Warren Barker,1923,2006,American,,,20th-century classical
Leslie_Bassett,Leslie Bassett,1923,2016,American,,,20th-century classical
Jocelyne_Binet,Jocelyne Binet,1923,1968,Canadian,,,20th-century classical
Jan_Boerman,Jan Boerman,1923,,Dutch,,,20th-century classical
Teresa_Borràs_i_Fornell,Teresa Borràs i Fornell,1923,2010,American,,,20th-century classical
James_Clifford_Brown,James Clifford Brown,1923,2004,English,,,20th-century classical
Arthur_Butterworth,Arthur Butterworth,1923,2014,English,,influenced by Sibelius,20th-century classical
Jean_Catoire,Jean Catoire,1923,2005,French,,,20th-century classical
Chou_Wen-chung,Chou Wen-chung,1923,2019,Chinese/American,Landscapes,,20th-century classical
Radim_Drejsl,Radim Drejsl,1923,1953,Czech,,,20th-century classical
Madeleine_Dring,Madeleine Dring,1923,1977,English,,,20th-century classical
Asankhan_Dzhumakhmatov,Asankhan Dzhumakhmatov,1923,2008,Kyrgyzstani,,,20th-century classical
Karel_Goeyvaerts,Karel Goeyvaerts,1923,1993,Belgian,"Sonata for Two Pianos, Nr. 2 for thirteen instruments, Nr. 5 met zuivere tonen, Aquarius (opera)","neoclassicism, serialism, minimalism, postminimalism, mysticism, electronic music",20th-century classical
Simeon_ten_Holt,Simeon ten Holt,1923,2012,Dutch,Canto Ostinato,minimalism,20th-century classical
Jiří_Hudec_(composer),Jiří Hudec,1923,1996,Czech,,,20th-century classical
Jean_Eichelberger_Ivey,Jean Eichelberger Ivey,1923,2010,American,,,20th-century classical
Rune_Lindblad,Rune Lindblad,1923,1991,Swedish,,,20th-century classical
György_Ligeti,György Ligeti,1923,2006,Hungarian,"Atmosphères, Musica ricercata, Lux Aeterna","avant-garde, micropolyphony, polystylism",20th-century classical
Ursula_Mamlok,Ursula Mamlok,1923,2016,"German-born, American",,,20th-century classical
Peter_Mennin,Peter Mennin,1923,1983,American,,,20th-century classical
Vasilije_Mokranjac,Vasilije Mokranjac,1923,1984,Serbian,,,20th-century classical
Rexho_Mulliqi,Rexho Mulliqi,1923,1982,Albanian,,,20th-century classical
Daniel_Pinkham,Daniel Pinkham,1923,2006,American,,,20th-century classical
Mel_Powell,Mel Powell,1923,1998,American,,,20th-century classical
Stefan_Remenkov,Stefan Remenkov,1923,1988,Bulgarian,,,20th-century classical
Elena_Romero,Elena Romero,1923,1996,Spanish,,,20th-century classical
Ned_Rorem,Ned Rorem,1923,,American,"Our Town, 3 symphonies",,20th-century classical
Triphon_Silyanovski,Triphon Silyanovski,1923,2005,Bulgarian,,,20th-century classical
Donald_Swann,Donald Swann,1923,1994,English,,,20th-century classical
Lester_Trimble,Lester Trimble,1923,1986,American,,,20th-century classical
Ludmila_Ulehla,Ludmila Ulehla,1923,2009,American,,,20th-century classical
Gerhard_Wimberger,Gerhard Wimberger,1923,2016,Austrian,,,20th-century classical
Friedrich_Zehm,Friedrich Zehm,1923,2007,German,,,20th-century classical
Claude_Abravanel,Claude Abravanel,1924,2012,Swiss,,,20th-century classical
Leni_Alexander,Leni Alexander,1924,2005,German-Chilean,,,20th-century classical
Axel_Borup-Jørgensen,Axel Borup-Jørgensen,1924,2012,Danish,,,20th-century classical
Altamiro_Carrilho,Altamiro Carrilho,1924,2012,Brazilian,,,20th-century classical
Pierre_Cochereau,Pierre Cochereau,1924,1984,French,,,20th-century classical
Jeanne_Colin-De_Clerck,Jeanne Colin-De Clerck,1924,,Belgian,,,20th-century classical
Ikuma_Dan,Ikuma Dan,1924,2001,Japanese,"Symphony No. 4 (1965), Sonata for flute and piano (1986)",atonality,20th-century classical
Stephen_Dodgson,Stephen Dodgson,1924,2013,British,,,20th-century classical
Heimo_Erbse,Heimo Erbse,1924,2005,German,,,20th-century classical
Arthur_Frackenpohl,Arthur Frackenpohl,1924,2019,American,,,20th-century classical
Lejaren_Hiller,Lejaren Hiller,1924,1994,American,HPSCHD (collaboration with John Cage),"computer music, stochastic music",20th-century classical
Stanley_Hollingsworth,Stanley Hollingsworth,1924,2003,American,,,20th-century classical
Egil_Hovland,Egil Hovland,1924,2013,Norwegian,,church music,20th-century classical
Klaus_Huber,Klaus Huber,1924,2017,Swiss,,,20th-century classical
Maurice_Jarre,Maurice Jarre,1924,2009,French,,,20th-century classical
Lockrem_Johnson,Lockrem Johnson,1924,1977,American,,,20th-century classical
Milko_Kelemen,Milko Kelemen,1924,2018,Croatian,,,20th-century classical
Ezra_Laderman,Ezra Laderman,1924,2015,American,,,20th-century classical
Yehoshua_Lakner,Yehoshua Lakner,1924,2003,Israeli,,,20th-century classical
Benjamin_Lees,Benjamin Lees,1924,2010,American,Concerto for String Quartet and Orchestra,,20th-century classical
Riichiro_Manabe,Riichiro Manabe,1924,2015,Japanese,,,20th-century classical
Franco_Mannino,Franco Mannino,1924,2005,Italian,,,20th-century classical
Angela_Morley,Angela Morley,1924,2009,English,,,20th-century classical
Krystyna_Moszumańska-Nazar,Krystyna Moszumańska-Nazar,1924,2009,Polish,,,20th-century classical
Serge_Nigg,Serge Nigg,1924,2008,French,,,20th-century classical
Luigi_Nono,Luigi Nono,1924,1990,Italian,"Il canto sospeso, Intolleranza 1960, Prometeo",avant-garde,20th-century classical
Gladys_Nordenstrom,Gladys Nordenstrom,1924,2016,American,,,20th-century classical
Mikhaïl_Nossyrev,Mikhaïl Nossyrev,1924,1981,Russian,,Modernist,20th-century classical
Julia_Perry,Julia Perry,1924,1979,American,,,20th-century classical
Joly_Braga_Santos,Joly Braga Santos,1924,1988,Portuguese,,,20th-century classical
Ruth_Schönthal,Ruth Schönthal,1924,2006,German,,,20th-century classical
Jitka_Snížková,Jitka Snížková,1924,1989,Czech,,,20th-century classical
Robert_Starer,Robert Starer,1924,2001,Austrian-born American,,,20th-century classical
Otar_Taktakishvili,Otar Taktakishvili,1924,1989,Georgian,,,20th-century classical
Ernest_Tomlinson,Ernest Tomlinson,1924,2015,English,,,20th-century classical
Georgi_Tutev,Georgi Tutev,1924,1994,Bulgarian,,,20th-century classical
Yasushi_Akutagawa,Yasushi Akutagawa,1925,1989,Japanese,Rapsodia per orchestra (1971),atonality,20th-century classical
Jurriaan_Andriessen_(composer),Jurriaan Andriessen,1925,1996,Dutch,,,20th-century classical
Louis_Barron,Louis Barron,1925,2008,American,,electronic music,20th-century classical
Veniamin_Basner,Veniamin Basner,1925,1996,Russian,,,20th-century classical
Robert_Beadell,Robert Beadell,1925,1994,American,The Number of Fools (opera),jazz-influenced,20th-century classical
Gustavo_Becerra-Schmidt,Gustavo Becerra-Schmidt,1925,2010,Chilean,,,20th-century classical
